"akatia__Auto_Merge__c","Billing_Name__c","akatia__Commodity_Group_Code__c","akatia__SubGroup_Code__c","akatia__Description__c","akatia__DNGenerate_Putaway__c","akatia__Serial_Mgt__c","Name","akatia__Item__c"
"true","Belkin Screen Protector 2-Pack","Item","Accessory","Belkin ScreenForce TemperedGlass Screen Protector 2-Pack","false","false","BSFTGSP2P","745883897650"
"true","Belkin Wireless Earbuds","Item","Accessory","Belkin SoundForm Rhythm True Wireless Earbuds","false","false","BSfRTWE","745883878192"
"true","USB C Charging Bund","Item","Accessory","Belkin USB C Charging Bundle","false","false","BKUSCBCB","x111111111128"
"true","Car Adapter","Item","Accessory","Belkin USB-C Car Charger 30W","false","false","BUSBCCC30W","745883880393"
"false","Wall Adapter","Asset","Accessory","Belkin USB-C Fast Charging Duo 30W","false","false","BUSB-CFCD30W","745883924943"
"true","Wall Adapter","Item","Accessory","Belkin USB-C Wall Charger 45W","false","false","BUSBCWC45W","745883920655"
"true","Belkin Wireless Earbuds","Item","Accessory","Belkin Wireless Earbuds","false","false","BWEar","x111111111129"
"true","BelkinCarCharger","Item","Accessory","BelkinCarCharger","false","false","BCarC","x111111111130"
"false","BlackBerry Curve 8310","Asset","Basic Phone","BlackBerry Curve 8310","false","true","BBC8310","843163018655"
"true","Bluetooth Headset","Item","Accessory","Bluetooth Headset: Generic","false","false","BHG","x111111111111"
"true","Body Guardz Screen Protector iPhone 14/13/13 Pro","Item","Accessory","Body Guardz Pure 3 Privacy iPhone 14/13/13Pro","false","false","BGP3PiP14/13/13P","846237077015"
"true","Car Charger","Item","Accessory","Car Charger - Lightning","false","false","CarAC","1234567899"
"true","Car Charger","Item","Accessory","Car Charger: Generic","false","false","CarCG","x111111111115"
"true","Case Mate iPad Air Case","Item","Accessory","Case Mate Tuxedo Folio iPad Air 2022","false","false","CMTFiPA2022","849944072335"
"true","Cellairis Screen Protector iPhone 14/13 Pro/13","Item","Accessory","Cellairis Screen Protector iPhone 14/13 Pro/13","false","false","CSPiP14/13P/13","842932189817"
"true","Charging Cable","Item","Accessory","Charger Cable: Generic","false","false","CCG","x111111111128"
"true","Codi 20W Dual Port Car Charger","Item","Accessory","Codi 20W Dual Port Car Charger","false","false","C20WDPCC","633886014757"
"true","CODI Rugged Case for iPad","Item","Accessory","CODi Rugged Case for iPad 10.9"" Gen 10/iPad A16","false","false","CRCFiPG10iPA16","633886016003"
"false","Franklin A50","Asset","Aircard","Franklin A50","false","true","FranklinA50",""
"false","Franklin A70 Aircard","Asset","Aircard","Franklin A70 Aircard","false","true","FranklinA70","7539514862"
"false","Galaxy A17 128GB Black","Asset","Android-Phone","Galaxy A17 128GB Black","false","true","GA17128GBB","887276901459"
"false","Galaxy A17 128GB Light Blue","Asset","Android-Phone","Galaxy A17 128GB Light Blue","false","true","GA17128GBLB","887276901466"
"false","Galaxy A37","Asset","Android-Phone","Galaxy A37","false","true","SGA37","x111111111113"
"false","Galaxy A37 128GB Awesome Charcoal","Asset","Android-Phone","Galaxy A37 128GB Awesome Charcoal","false","true","GA37128GBAC","887276932408"
"false","Galaxy A37 128GB Awesome Lavender","Asset","Android-Phone","Galaxy A37 128GB Awesome Lavender","false","true","GA37128GBAL","887276932422"
"false","Galaxy A37 256GB Awesome Charcoal","Asset","Android-Phone","Galaxy A37 256GB Awesome Charcoal","false","true","GA37256GBAC","887276932415"
"false","Galaxy A37 256GB Awesome Lavender","Asset","Android-Phone","Galaxy A37 256GB Awesome Lavender","false","true","GA37256GBAL","887276932439"
"false","Galaxy S20 5G UW","Asset","Android-Phone","Galaxy S20 5G UW 128GB Cloud Navy","false","true","GS205U128CN","887276455464"
"false","Galaxy S20 FE 64GB Black","Asset","Android-Phone","Galaxy S20 FE 64GB Black","false","true","SGS20FE64B",""
"false","Galaxy S21 128GB Black","Asset","Android-Phone","Galaxy S21 128GB Black","false","true","SGS21128B",""
"false","Galaxy S21 FE 5G 128GB Black","Asset","Android-Phone","Galaxy S21 FE 5G 128GB Black","false","true","SGS21FE5G128B","887276552019"
"false","Galaxy S22 128GB Black","Asset","Android-Phone","Galaxy S22 128GB Black","false","true","SGS22128B",""
"false","Galaxy S23 128GB Black","Asset","Android-Phone","Galaxy S23 128GB Black","false","true","SGS23128B","887276716022"
"false","Galaxy S23 FE 128GB Black","Asset","Android-Phone","Galaxy S23 FE 128GB Black","false","true","SGS23FE128B","887276786179"
"false","Galaxy S24 128GB Black","Asset","Android-Phone","Galaxy S24 128GB Black","false","true","SGS24128B",""
